neighbourhood,neighbourhood_group,Area,Type,Latitude,Longitude,Bath_s_,Bedroom_s_,Rent
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,4,3,80
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,4,3,65
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,3,3,60
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,4,3,60
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,4,3,58
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,3,3,55
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,4,3,55
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,3,3,50
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,4,3,50
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,3,3,46
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,3,3,40
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,2,2,50
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,2,2,35
Bahria Town Phase 8 - Sector F-2, Rawalpindi,12,House,33.4824769,73.0498904,3,3,100
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,78
Bahria Town Phase 8 - Umer Block, Rawalpindi,7.3,House,33.4824642,73.0498904,6,5,300
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,260
Bahria Town Phase 8 - Umer Block, Rawalpindi,10,House,33.4824642,73.0498904,5,5,160
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,6,5,140
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,95
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,85
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,75
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,6,5,75
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,6,5,72
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,4,5,70
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,65
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.4824642,73.0498904,4,3,68
Bahria Town Phase 8 - Usman Block, Rawalpindi,8,House,33.4824769,73.0498904,5,5,220
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,110
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,95
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,90
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,85
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,82
Bahria Town Phase 8 - Usman Block, Rawalpindi,8,House,33.4824769,73.0498904,5,5,80
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,80
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,80
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,78
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,4,5,75
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,75
Bahria Town Phase 8 - Usman Block, Rawalpindi,5,House,33.4824769,73.0498904,5,5,75
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,75
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,72
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,72
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,70
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,70
Bahria Town Phase 8 - Usman Block, Rawalpindi,8,House,33.4824769,73.0498904,4,4,70
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,4,4,70
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,4,3,80
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824769,73.0498904,2,2,35
Bahria Town Phase 8 - Khalid Block, Rawalpindi,7,House,33.4824642,73.0498904,3,3,75
Bahria Town Phase 8 - Usman D Block, Rawalpindi,20,House,33.4824642,73.0498904,6,9,450
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,80
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,75
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,6,6,220
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,8,House,33.4824642,73.0498904,6,5,250
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,180
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,85
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,85
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,6,5,85
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,80
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,5,House,33.4824769,73.0498904,5,5,80
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,5,House,33.4824642,73.0498904,5,5,80
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,10,House,33.4824769,73.0498904,6,5,80
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,80
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,6,5,80
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,78
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,78
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,75
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,8,House,33.4824769,73.0498904,6,5,75
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,75
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,6,5,75
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,73
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,70
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,5,5,70
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,70
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,65
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,4,4,180
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,3,4,65
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,4,4,65
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,4,4,65
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,5,4,65
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,3,3,85
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,3,3,70
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824769,73.0498904,2,2,35
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,7,House,33.4824642,73.0498904,5,1,75
Bahria Spring North, Rawalpindi,40,House,33.636067,72.8279551,6,8,500
DHA Phase 2 - Sector F, Islamabad,20,House,33.636067,72.8279551,6,6,220
Bahria Town Phase 8 - Block A, Rawalpindi,20,House,33.636067,72.8279551,6,6,210
Bahria Town Phase 8 - Block A, Rawalpindi,20,House,33.636067,72.8279551,6,6,200
Bahria Town Phase 8 - Block A, Rawalpindi,10,House,33.636067,72.8279551,5,5,100
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.636067,72.8279551,5,5,130
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.636067,72.8279551,5,5,100
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.636067,72.8279551,6,5,100
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.636067,72.8279551,5,5,90
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.636067,72.8279551,6,5,90
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.636067,72.8279551,5,5,85
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.636067,72.8279551,5,4,85
Bahria Town Phase 8 - Block H, Rawalpindi,10,House,33.636067,72.8279551,3,3,100
Bahria Town Phase 8 - Block L, Rawalpindi,10,House,33.636067,72.8279551,3,6,100
Bahria Town Phase 8 - Block L, Rawalpindi,10,House,33.636067,72.8279551,5,5,100
Bahria Town Phase 8 - Umer Block, Rawalpindi,7,House,33.636067,72.8279551,5,5,75
E-7, Islamabad,40,House,33.7253134,73.04544231,5,8,1800
E-7, Islamabad,40,House,33.7253134,73.04544231,6,7,2800
E-7, Islamabad,32,House,33.7253134,73.04544231,6,7,1800
E-7, Islamabad,38,House,33.7253134,73.04544231,6,7,1700
E-7, Islamabad,32,House,33.7253134,73.04544231,6,7,1600
E-7, Islamabad,36,House,33.7253134,73.04544231,9,7,1600
E-7, Islamabad,40,House,33.7253134,73.04544231,6,7,1500
E-7, Islamabad,48,House,33.7253134,73.04544231,7,7,1139
E-7, Islamabad,48,House,33.7253134,73.04544231,6,7,1000
E-7, Islamabad,20,House,33.7253134,73.04544231,6,6,1800
E-7, Islamabad,26,House,33.7253134,73.04544231,8,6,1700
E-7, Islamabad,40,House,33.7253134,73.04544231,7,6,1655
E-7, Islamabad,38,House,33.7253134,73.04544231,6,6,1400
E-7, Islamabad,40,House,33.7253134,73.04544231,6,6,800
E-7, Islamabad,26,House,33.7253134,73.04544231,6,6,750
E-7, Islamabad,20,House,33.7253134,73.04544231,6,5,1550
E-7, Islamabad,20,House,33.7253134,73.04544231,6,5,1350
E-7, Islamabad,48,House,33.7253134,73.04544231,6,5,1300
E-7, Islamabad,30,House,33.7253134,73.04544231,6,5,1250
E-7, Islamabad,40,House,33.7253134,73.04544231,5,5,1200
E-7, Islamabad,24,House,33.7253134,73.04544231,6,5,1200
E-7, Islamabad,24,House,33.7253134,73.04544231,5,5,1150
E-7, Islamabad,20,House,33.7253134,73.04544231,6,5,1150
E-7, Islamabad,24,House,33.7253134,73.04544231,6,5,1100
E-7, Islamabad,26,House,33.7253134,73.04544231,6,5,1000
E-7, Islamabad,40,House,33.7253134,73.04544231,6,5,990
E-7, Islamabad,40,House,33.7253134,73.04544231,6,5,925
E-7, Islamabad,40,House,33.7253134,73.04544231,6,5,855
E-7, Islamabad,40,House,33.7253134,73.04544231,5,5,700
E-7, Islamabad,40,House,33.7253134,73.04544231,5,4,1000
E-7, Islamabad,40,House,33.7253134,73.04544231,4,4,998
E-7, Islamabad,40,House,33.7253134,73.04544231,5,4,880
E-7, Islamabad,40,House,33.7253134,73.04544231,4,4,750
E-7, Islamabad,40,House,33.7253134,73.04544231,5,4,750
E-7, Islamabad,40,House,33.7253134,73.04544231,4,4,735
E-7, Islamabad,20,House,33.7253134,73.04544231,3,3,507
E-7, Islamabad,24,House,33.7253134,73.04544231,4,3,500
E-7, Islamabad,22,House,33.7253134,73.04544231,4,3,480
E-7, Islamabad,24,House,33.7253134,73.04544231,4,3,475
E-7, Islamabad,20,House,33.7253134,73.04544231,3,3,460
E-7, Islamabad,20,House,33.7253134,73.04544231,4,3,450
E-7, Islamabad,10,House,33.7253134,73.04544231,3,2,530
E-7, Islamabad,20,House,33.7253134,73.04544231,3,2,425
Bahria Greens - Overseas Enclave, Rawalpindi,20,House,33.5088821,73.0689491,6,5,250
Bahria Greens - Overseas Enclave, Rawalpindi,10,House,33.5088821,73.0689491,6,5,130
Bahria Greens - Overseas Enclave, Rawalpindi,10,House,33.5088821,73.0689491,6,5,100
Bahria Greens - Overseas Enclave - Sector 1, Rawalpindi,24,House,33.5088821,73.0689491,6,5,200
Bahria Greens - Overseas Enclave - Sector 2, Rawalpindi,10,House,33.5088821,73.0689491,6,5,120
Bahria Greens - Overseas Enclave - Sector 2, Rawalpindi,10,House,33.5088821,73.0689491,5,5,100
Bahria Greens - Overseas Enclave - Sector 2, Rawalpindi,10,House,33.5088821,73.0689491,5,5,95
Bahria Greens - Overseas Enclave - Sector 3, Rawalpindi,10,House,33.5088821,73.0689491,5,5,110
Bahria Greens - Overseas Enclave - Sector 3, Rawalpindi,10,House,33.5088821,73.0689491,3,3,150
Bahria Greens - Overseas Enclave - Sector 5, Rawalpindi,20,House,33.5088821,73.0689491,5,5,210
Bahria Greens - Overseas Enclave - Sector 5, Rawalpindi,20,House,33.5088821,73.0689491,6,9,230
Bahria Greens - Overseas Enclave - Sector 5, Rawalpindi,20,House,33.5088821,73.0689491,6,8,230
Bahria Greens - Overseas Enclave - Sector 5, Rawalpindi,20,House,33.5088821,73.0689491,6,7,250
Bahria Greens - Overseas Enclave - Sector 5, Rawalpindi,20,House,33.5088821,73.0689491,5,7,220
Bahria Greens - Overseas Enclave - Sector 5, Rawalpindi,20,House,33.5088821,73.0689491,6,6,200
Bahria Greens - Overseas Enclave - Sector 5, Rawalpindi,20,House,33.5088821,73.0689491,6,6,190
Bahria Greens - Overseas Enclave - Sector 5, Rawalpindi,20,House,33.5088821,73.0689491,6,5,220
Bahria Greens - Overseas Enclave - Sector 5, Rawalpindi,20,House,33.5088821,73.0689491,6,4,200
Bahria Greens - Overseas Enclave - Sector 5, Rawalpindi,5,House,33.5088821,73.0689491,4,4,60
Bahria Greens - Overseas Enclave - Sector 6, Rawalpindi,10,House,33.5088821,73.0689491,6,7,150
Bahria Greens - Overseas Enclave - Sector 6, Rawalpindi,10,House,33.5088821,73.0689491,6,5,115
Bahria Town - Safari Villas, Rawalpindi,20,House,33.538029,73.1083068,6,5,170
Bahria Town - Safari Villas, Rawalpindi,20,House,33.538029,73.1083068,5,5,160
Bahria Town - Safari Villas, Rawalpindi,28,House,33.538029,73.1083068,4,5,150
Bahria Town - Safari Villas, Rawalpindi,14,House,33.538029,73.1083068,6,5,150
Bahria Town - Safari Villas, Rawalpindi,15,House,33.538029,73.1083068,5,5,120
Bahria Town - Safari Villas, Rawalpindi,36,House,33.538029,73.1083068,5,4,165
Bahria Town - Safari Villas, Rawalpindi,17,House,33.538029,73.1083068,5,4,160
Bahria Town - Safari Villas, Rawalpindi,14,House,33.538029,73.1083068,4,4,100
Bahria Town - Safari Villas, Rawalpindi,10,House,33.538029,73.1083068,4,4,100
F-8/1, Islamabad,20,House,33.7080283,73.03549453,5,10,1439
F-8/1, Islamabad,40,House,33.7080283,73.03549453,6,8,1100
F-8/1, Islamabad,20,House,33.7080283,73.03549453,6,6,1000
F-8/1, Islamabad,28,House,33.7080283,73.03549453,5,5,600
F-8/1, Islamabad,16,House,33.7080283,73.03549453,5,4,850
F-8/1, Islamabad,20,House,33.7080283,73.03549453,4,4,655
F-8/1, Islamabad,20,House,33.7080283,73.03549453,3,3,425
F-8/1, Islamabad,20,House,33.7080283,73.03549453,3,3,420
F-8/1, Islamabad,26,House,33.7080283,73.03549453,3,3,310
F-8/1, Islamabad,10,House,33.7080283,73.03549453,2,2,318
Bahria Town - Safari Villas 3, Rawalpindi,12,House,33.538029,73.1083068,5,4,190
Bahria Town - Safari Villas 3, Rawalpindi,12,House,33.538029,73.1083068,4,4,175
Bahria Town - Safari Villas 3, Rawalpindi,12,House,33.538029,73.1083068,4,3,180
Bahria Town - Safari Villas 3, Rawalpindi,10,House,33.538029,73.1083068,3,3,170
Bahria Town - Safari Villas 3, Rawalpindi,12,House,33.538029,73.1083068,4,3,170
Bahria Town - Safari Villas 3, Rawalpindi,12,House,33.538029,73.1083068,4,3,165
Bahria Town - Safari Villas 3, Rawalpindi,11,House,33.538029,73.1083068,3,3,120
Bahria Town - Safari Villas 3, Rawalpindi,11,House,33.538029,73.1083068,3,3,115
Bahria Town - Safari Villas 3, Rawalpindi,12,House,33.538029,73.1083068,4,3,115
Bahria Town - Safari Villas 3, Rawalpindi,12,House,33.538029,73.1083068,3,3,110
Bahria Town - Safari Villas 3, Rawalpindi,12,House,33.538029,73.1083068,4,3,110
Bahria Town - Safari Villas 3, Rawalpindi,10.9,House,33.538029,73.1083068,4,3,110
Bahria Town - Safari Villas 3, Rawalpindi,12,House,33.538029,73.1083068,4,3,100
Bahria Town - Safari Villas 3, Rawalpindi,10,House,33.538029,73.1083068,4,3,100
G-11, Islamabad,14,House,33.6687238,72.9987376,6,6,250
G-11, Islamabad,11,House,33.6687238,72.9987376,5,6,210
G-11, Islamabad,20,House,33.6687238,72.9987376,4,5,250
G-11, Islamabad,12,House,33.6687238,72.9987376,5,5,200
G-11, Islamabad,8,House,33.6687238,72.9987376,6,5,190
G-11, Islamabad,3.3,House,33.6687238,72.9987376,2,2,50
G-11/1, Islamabad,6,House,33.6629876,72.99677619,4,4,165
G-11/1, Islamabad,5.6,House,33.6629876,72.99677619,4,4,120
G-11/3, Islamabad,20,House,33.6738143,72.99989175,5,11,1000
I-8, Islamabad,14.2,House,33.6691153,73.0729575,6,6,300
I-8, Islamabad,12.4,House,33.6691153,73.0729575,6,6,300
I-8, Islamabad,12,House,33.6691153,73.0729575,6,6,295
I-8, Islamabad,14.2,House,33.6691153,73.0729575,6,6,270
I-8, Islamabad,14.2,House,33.6691153,73.0729575,6,6,260
I-8, Islamabad,14.2,House,33.6691153,73.0729575,6,6,250
I-8, Islamabad,24,House,33.6691153,73.0729575,4,4,400
I-8, Islamabad,24,House,33.6691153,73.0729575,4,4,300
I-8/3, Islamabad,14.2,House,33.6723528,73.07549127,6,6,350
I-8/3, Islamabad,14.2,House,33.6723528,73.07549127,6,6,300
I-8/3, Islamabad,12.4,House,33.6723528,73.07549127,6,6,250
I-8/3, Islamabad,12.4,House,33.6723528,73.07549127,5,5,300
I-8/3, Islamabad,20,House,33.6723528,73.07549127,5,5,275
I-8/3, Islamabad,24,House,33.6723528,73.07549127,4,4,450
I-8/3, Islamabad,12.4,House,33.6723528,73.07549127,3,3,110
I-8/4, Islamabad,48,House,33.665506,73.08045592,5,5,850
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,6,7,115
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,6,7,100
Bahria Town Phase 8 - Block E, Rawalpindi,14,House,33.4893781,73.0575652,5,5,140
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,6,5,120
Bahria Town Phase 8 - Block E, Rawalpindi,14,House,33.4893781,73.0575652,6,5,115
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,5,5,105
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,5,5,100
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,5,5,95
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,6,5,95
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,5,5,90
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,6,5,90
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,5,5,88
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,5,5,75
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,4,4,300
Bahria Town Phase 8 - Block E, Rawalpindi,10,House,33.4893781,73.0575652,6,4,110
Bahria Town Phase 8 - Block E, Rawalpindi,5,House,33.4893781,73.0575652,3,3,55
F-7, Islamabad,80,House,33.7204333,73.0561174,5,5,800
F-7, Islamabad,26,House,33.7204333,73.0561174,6,6,1900
F-7, Islamabad,26,House,33.7204333,73.0561174,6,6,856
F-7, Islamabad,20,House,33.7204333,73.0561174,6,6,580
F-7, Islamabad,40,House,33.7204333,73.0561174,5,5,1300
F-7, Islamabad,26,House,33.7204333,73.0561174,6,5,1250
F-7, Islamabad,40,House,33.7204333,73.0561174,6,5,800
F-7, Islamabad,22,House,33.7204333,73.0561174,6,5,680
F-7, Islamabad,44,House,33.7204333,73.0561174,5,4,830
F-7, Islamabad,36,House,33.7204333,73.0561174,5,4,825
D-12, Islamabad,10,House,33.7018177,72.9486189,6,6,250
D-12, Islamabad,8,House,33.7018177,72.9486189,6,6,250
D-12, Islamabad,10,House,33.7018177,72.9486189,6,6,230
D-12, Islamabad,10,House,33.7018177,72.9486189,6,5,300
D-12, Islamabad,8,House,33.7018177,72.9486189,6,5,250
D-12, Islamabad,10,House,33.7018177,72.9486189,4,4,300
D-12, Islamabad,4,House,33.7018177,72.9486189,4,4,100
D-12, Islamabad,4,House,33.7018177,72.9486189,4,4,90
D-12, Islamabad,4,House,33.7018177,72.9486189,3,3,125
D-12, Islamabad,4.4,House,33.7018177,72.9486189,4,3,100
D-12, Islamabad,4,House,33.7018177,72.9486189,4,3,100
D-12/1, Islamabad,4,House,33.6963292,72.94733408,4,4,100
Bani Gala, Islamabad,7,House,33.7100588,73.1535951,5,5,40
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,5,5,25
Bani Gala, Islamabad,20,House,33.7100588,73.1535951,6,10,300
Bani Gala, Islamabad,20,House,33.7100588,73.1535951,6,10,280
Bani Gala, Islamabad,40,House,33.7100588,73.1535951,6,8,500
Bani Gala, Islamabad,20,House,33.7100588,73.1535951,6,8,120
Bani Gala, Islamabad,20,House,33.7100588,73.1535951,6,7,125
Bani Gala, Islamabad,12,House,33.7100588,73.1535951,6,7,90
Bani Gala, Islamabad,90,House,33.7100588,73.1535951,6,6,375
Bani Gala, Islamabad,20,House,33.7100588,73.1535951,6,6,300
Bani Gala, Islamabad,30,House,33.7100588,73.1535951,5,6,250
Bani Gala, Islamabad,10,House,33.7100588,73.1535951,6,6,130
Bani Gala, Islamabad,10,House,33.7100588,73.1535951,6,6,100
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,6,6,59
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,6,6,50
Bani Gala, Islamabad,20,House,33.7100588,73.1535951,6,5,155
Bani Gala, Islamabad,20,House,33.7100588,73.1535951,5,5,150
Bani Gala, Islamabad,15,House,33.7100588,73.1535951,5,5,120
Bani Gala, Islamabad,10,House,33.7100588,73.1535951,5,5,110
Bani Gala, Islamabad,11,House,33.7100588,73.1535951,6,5,110
Bani Gala, Islamabad,15,House,33.7100588,73.1535951,6,5,100
Bani Gala, Islamabad,10,House,33.7100588,73.1535951,6,5,100
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,5,5,55
Bani Gala, Islamabad,4.5,House,33.7100588,73.1535951,5,5,55
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,6,5,50
Bani Gala, Islamabad,20,House,33.7100588,73.1535951,5,4,130
Bani Gala, Islamabad,10,House,33.7100588,73.1535951,6,4,110
Bani Gala, Islamabad,12,House,33.7100588,73.1535951,5,4,100
Bani Gala, Islamabad,13,House,33.7100588,73.1535951,4,4,95
Bani Gala, Islamabad,12,House,33.7100588,73.1535951,4,4,90
Bani Gala, Islamabad,12,House,33.7100588,73.1535951,6,4,85
Bani Gala, Islamabad,10,House,33.7100588,73.1535951,6,4,85
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,5,4,55
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,6,4,50
Bani Gala, Islamabad,20,House,33.7100588,73.1535951,4,3,75
Bani Gala, Islamabad,14,House,33.7100588,73.1535951,4,3,65
Bani Gala, Islamabad,10,House,33.7100588,73.1535951,4,3,60
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,4,3,50
Bani Gala, Islamabad,10,House,33.7100588,73.1535951,3,3,47
Bani Gala, Islamabad,15,House,33.7100588,73.1535951,3,3,45
Bani Gala, Islamabad,7.5,House,33.7100588,73.1535951,3,3,40
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,4,3,40
Bani Gala, Islamabad,20,House,33.7100588,73.1535951,2,2,65
Bani Gala, Islamabad,10,House,33.7100588,73.1535951,1,2,50
Bani Gala, Islamabad,10,House,33.7100588,73.1535951,2,2,50
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,3,2,40
Bani Gala, Islamabad,6.5,House,33.7100588,73.1535951,2,2,35
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,2,2,35
Bani Gala, Islamabad,8,House,33.7100588,73.1535951,3,2,35
Bani Gala, Islamabad,6,House,33.7100588,73.1535951,2,2,28
Bani Gala, Islamabad,5,House,33.7100588,73.1535951,3,2,28
Bani Gala, Islamabad,4,House,33.7100588,73.1535951,1,2,15
Bahria Town Phase 7, Rawalpindi,7,House,33.5498633,73.1331083,5,5,70
Bahria Town Phase 7, Rawalpindi,1.5,House,33.5498633,73.1331083,5,5,25
Bahria Town Phase 7, Rawalpindi,12,House,33.5498633,73.1331083,5,7,150
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,7,150
Bahria Town Phase 7, Rawalpindi,20,House,33.5498633,73.1331083,6,5,200
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,130
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,127
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,123
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,120
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,115
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,112
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,6,5,110
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,108
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,105
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,100
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,95
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,93
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,90
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,88
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,86
Bahria Town Phase 7, Rawalpindi,10,House,33.5498633,73.1331083,5,5,85
